epoch,train_loss,val_loss,em,f1,lr
1,1.6779885149002076,0.8400675415992737,0.7375,0.9005354088116186,0.0009698463103929542
2,0.9908430528640747,0.7909438788890839,0.7125,0.8920151149375221,0.00075
3,0.9270213685929776,0.9411081969738007,0.675,0.8793876980938486,0.00041317591116653486
4,0.9578482963144779,0.8185586571693421,0.69375,0.8909025891285827,0.00011697777844051105
5,0.934268102645874,0.9159302771091461,0.69375,0.8619191430919748,0.0
